1763931374871241,$VNYMR,172109465,0,0,0,0.000,0.005,0.039,0.267,-0.838,10.318,-0.004,-0.006,0.005*55
1763931374921632,$VNYMR,172159600,0,0,0,0.000,0.005,0.039,0.276,-0.845,10.326,-0.002,-0.010,0.004*55
1763931374971201,$VNYMR,172209597,0,0,0,0.000,0.005,0.039,0.291,-0.819,10.320,-0.005,-0.009,0.004*55
1763931375021916,$VNYMR,172259678,0,0,0,0.000,0.005,0.039,0.245,-0.857,10.327,-0.006,-0.008,0.005*55
1763931375071374,$VNYMR,172309610,0,0,0,0.000,0.005,0.039,0.275,-0.839,10.314,-0.005,-0.009,0.005*55
1763931375121117,$VNYMR,172359482,0,0,0,0.000,0.005,0.039,0.309,-0.846,10.340,-0.005,-0.007,0.002*55
1763931375171856,$VNYMR,172409480,0,0,0,0.000,0.005,0.039,0.284,-0.845,10.320,-0.004,-0.009,0.001*55
1763931375221808,$VNYMR,172459482,0,0,0,0.000,0.005,0.039,0.268,-0.830,10.315,-0.005,-0.010,0.005*55
1763931375270372,$VNYMR,172509483,0,0,0,0.000,0.005,0.039,0.297,-0.844,10.302,-0.002,-0.009,0.000*55
1763931375320725,$VNYMR,172559480,0,0,0,0.000,0.005,0.039,0.281,-0.870,10.312,-0.004,-0.008,0.002*55
1763931375373284,$VNYMR,172610578,0,0,0,0.000,0.005,0.039,0.276,-0.860,10.307,-0.006,-0.010,0.003*55
1763931375419968,$VNYMR,172660459,0,0,0,0.000,0.005,0.039,0.280,-0.852,10.329,-0.003,-0.009,0.004*55
1763931375472017,$VNYMR,172710459,0,0,0,0.000,0.005,0.039,0.276,-0.878,10.301,-0.003,-0.007,0.005*55
1763931375521428,$VNYMR,172760544,0,0,0,0.000,0.005,0.039,0.285,-0.828,10.316,-0.003,-0.008,0.001*55
1763931375572597,$VNYMR,172810467,0,0,0,0.000,0.005,0.039,0.263,-0.839,10.304,-0.006,-0.009,0.005*55
1763931375622298,$VNYMR,172860459,0,0,0,0.000,0.005,0.039,0.269,-0.856,10.309,-0.001,-0.008,0.004*55
1763931375673585,$VNYMR,172910462,0,0,0,0.000,0.005,0.039,0.255,-0.817,10.330,-0.007,-0.007,0.003*55
1763931375722658,$VNYMR,172960582,0,0,0,0.000,0.005,0.039,0.266,-0.854,10.295,-0.005,-0.008,0.004*55
1763931375772709,$VNYMR,173010461,0,0,0,0.000,0.005,0.039,0.268,-0.839,10.308,-0.002,-0.009,0.002*55
1763931375822818,$VNYMR,173060463,0,0,0,0.000,0.005,0.039,0.282,-0.848,10.305,-0.004,-0.010,0.004*55
1763931375872968,$VNYMR,173110464,0,0,0,0.000,0.005,0.039,0.262,-0.866,10.321,-0.002,-0.007,0.003*55
1763931375922087,$VNYMR,173160463,0,0,0,0.000,0.005,0.039,0.285,-0.854,10.305,-0.002,-0.008,0.004*55
1763931375972735,$VNYMR,173210585,0,0,0,0.000,0.005,0.039,0.268,-0.847,10.327,-0.004,-0.009,0.002*55
1763931376023098,$VNYMR,173260668,0,0,0,0.000,0.005,0.039,0.274,-0.814,10.306,-0.003,-0.009,0.003*55
1763931376072339,$VNYMR,173310474,0,0,0,0.000,0.005,0.039,0.270,-0.837,10.309,-0.003,-0.009,0.003*55
1763931376123136,$VNYMR,173360471,0,0,0,0.000,0.005,0.039,0.268,-0.833,10.330,-0.003,-0.007,0.003*55
1763931376172113,$VNYMR,173410470,0,0,0,0.000,0.005,0.039,0.269,-0.827,10.312,-0.005,-0.009,0.005*55
1763931376222821,$VNYMR,173460470,0,0,0,0.000,0.005,0.039,0.297,-0.824,10.327,-0.002,-0.009,0.003*55
1763931376273062,$VNYMR,173510475,0,0,0,0.000,0.005,0.039,0.279,-0.804,10.305,-0.005,-0.008,0.003*55
1763931376322388,$VNYMR,173560473,0,0,0,0.000,0.005,0.039,0.305,-0.808,10.322,-0.005,-0.009,0.005*55
1763931376372750,$VNYMR,173610470,0,0,0,0.000,0.005,0.039,0.281,-0.863,10.316,-0.004,-0.008,0.005*55
1763931376422791,$VNYMR,173660473,0,0,0,0.000,0.005,0.039,0.285,-0.817,10.303,-0.003,-0.010,0.002*55
1763931376473830,$VNYMR,173710473,0,0,0,0.000,0.005,0.039,0.261,-0.837,10.310,-0.003,-0.007,0.003*55
1763931376522999,$VNYMR,173760678,0,0,0,0.000,0.005,0.039,0.273,-0.868,10.304,-0.003,-0.011,0.002*55
1763931376573035,$VNYMR,173810600,0,0,0,0.000,0.005,0.039,0.257,-0.840,10.302,-0.004,-0.008,0.002*55
1763931376623231,$VNYMR,173860474,0,0,0,0.000,0.005,0.039,0.252,-0.879,10.314,-0.002,-0.007,0.003*55
1763931376672073,$VNYMR,173910599,0,0,0,0.000,0.005,0.039,0.267,-0.870,10.314,-0.004,-0.009,0.003*55
1763931376722816,$VNYMR,173960476,0,0,0,0.000,0.005,0.039,0.263,-0.857,10.309,-0.004,-0.009,0.004*55
1763931376772841,$VNYMR,174010473,0,0,0,0.000,0.005,0.039,0.287,-0.863,10.301,-0.003,-0.007,0.003*55
1763931376823660,$VNYMR,174060477,0,0,0,0.000,0.005,0.039,0.283,-0.861,10.325,-0.004,-0.009,0.003*55
1763931376871869,$VNYMR,174110480,0,0,0,0.000,0.005,0.039,0.273,-0.853,10.311,-0.002,-0.010,0.004*55
1763931376922401,$VNYMR,174160477,0,0,0,0.000,0.005,0.039,0.273,-0.845,10.306,-0.004,-0.008,0.003*55
1763931376972471,$VNYMR,174210481,0,0,0,0.000,0.005,0.039,0.266,-0.840,10.324,-0.003,-0.008,0.002*55
1763931377023866,$VNYMR,174260566,0,0,0,0.000,0.005,0.039,0.279,-0.839,10.299,-0.007,-0.008,0.004*55
1763931377071899,$VNYMR,174310485,0,0,0,0.000,0.005,0.039,0.294,-0.874,10.329,-0.005,-0.009,0.002*55
1763931377121951,$VNYMR,174360486,0,0,0,0.000,0.005,0.039,0.288,-0.832,10.306,-0.008,-0.008,0.003*55
1763931377172700,$VNYMR,174410486,0,0,0,0.000,0.005,0.039,0.275,-0.852,10.296,-0.003,-0.008,0.001*55
1763931377220222,$VNYMR,174460483,0,0,0,0.000,0.005,0.039,0.261,-0.872,10.318,-0.002,-0.007,0.004*55
1763931377271823,$VNYMR,174510606,0,0,0,0.000,0.005,0.039,0.282,-0.825,10.323,-0.004,-0.007,0.001*55
1763931377322853,$VNYMR,174560486,0,0,0,0.000,0.005,0.039,0.290,-0.834,10.287,-0.003,-0.009,0.002*55
1763931377373904,$VNYMR,174611457,0,0,0,0.000,0.005,0.039,0.297,-0.842,10.311,-0.005,-0.008,0.004*55
1763931377423938,$VNYMR,174661459,0,0,0,0.000,0.005,0.039,0.266,-0.842,10.336,-0.004,-0.009,0.004*55
1763931377473313,$VNYMR,174711461,0,0,0,0.000,0.005,0.039,0.295,-0.857,10.307,-0.001,-0.008,0.005*55
1763931377524230,$VNYMR,174761543,0,0,0,0.000,0.005,0.039,0.290,-0.833,10.343,-0.003,-0.009,0.005*55
1763931377573885,$VNYMR,174811467,0,0,0,0.000,0.005,0.039,0.316,-0.858,10.301,-0.005,-0.008,0.004*55
1763931377623409,$VNYMR,174861461,0,0,0,0.000,0.005,0.039,0.275,-0.837,10.319,-0.003,-0.008,0.003*55
1763931377673959,$VNYMR,174911462,0,0,0,0.000,0.005,0.039,0.309,-0.866,10.303,-0.004,-0.010,0.003*55
1763931377723999,$VNYMR,174961459,0,0,0,0.000,0.005,0.039,0.281,-0.840,10.301,-0.003,-0.009,0.004*55
1763931377773436,$VNYMR,175011462,0,0,0,0.000,0.005,0.039,0.285,-0.854,10.296,-0.004,-0.007,0.003*55
1763931377823484,$VNYMR,175061461,0,0,0,0.000,0.005,0.039,0.284,-0.854,10.334,-0.004,-0.008,0.004*55
1763931377874446,$VNYMR,175111584,0,0,0,0.000,0.005,0.039,0.245,-0.841,10.300,-0.002,-0.008,0.004*55
1763931377923980,$VNYMR,175161584,0,0,0,0.000,0.005,0.039,0.265,-0.858,10.327,-0.003,-0.007,0.001*55
1763931377974023,$VNYMR,175211467,0,0,0,0.000,0.005,0.039,0.279,-0.850,10.310,-0.007,-0.009,0.002*55
