1763931374824882,0.005,-0.009*55
1763931374874367,$VNYMR,248793894,0,0,0,0.000,0.005,0.039,-0.466,0.653,9.901,0.020,0.007,-0.012*55
1763931374924633,$VNYMR,248843887,0,0,0,0.000,0.005,0.039,-0.471,0.669,9.873,0.022,0.004,-0.012*55
1763931374974871,$VNYMR,248893977,0,0,0,0.000,0.005,0.039,-0.461,0.668,9.874,0.022,0.006,-0.012*55
1763931375024920,$VNYMR,248944021,0,0,0,0.000,0.005,0.039,-0.470,0.681,9.885,0.024,0.007,-0.012*55
1763931375074373,$VNYMR,248994013,0,0,0,0.000,0.005,0.039,-0.497,0.675,9.890,0.021,0.007,-0.012*55
1763931375124124,$VNYMR,249043890,0,0,0,0.000,0.005,0.039,-0.486,0.647,9.875,0.023,0.007,-0.012*55
1763931375174859,$VNYMR,249094011,0,0,0,0.000,0.005,0.039,-0.485,0.698,9.891,0.021,0.008,-0.009*55
1763931375224813,$VNYMR,249144013,0,0,0,0.000,0.005,0.039,-0.479,0.663,9.857,0.020,0.006,-0.011*55
1763931375274460,$VNYMR,249193894,0,0,0,0.000,0.005,0.039,-0.486,0.639,9.893,0.020,0.007,-0.011*55
1763931375325726,$VNYMR,249243896,0,0,0,0.000,0.005,0.039,-0.478,0.678,9.884,0.021,0.004,-0.010*55
1763931375374284,$VNYMR,249293896,0,0,0,0.000,0.005,0.039,-0.465,0.660,9.904,0.021,0.005,-0.007*55
1763931375422960,$VNYMR,249344015,0,0,0,0.000,0.005,0.039,-0.473,0.653,9.897,0.019,0.007,-0.010*55
1763931375475019,$VNYMR,249394101,0,0,0,0.000,0.005,0.039,-0.479,0.655,9.881,0.020,0.007,-0.010*55
1763931375524417,$VNYMR,249444021,0,0,0,0.000,0.005,0.039,-0.463,0.654,9.895,0.021,0.007,-0.012*55
1763931375573759,$VNYMR,249493898,0,0,0,0.000,0.005,0.039,-0.485,0.655,9.890,0.020,0.007,-0.010*55
1763931375624294,$VNYMR,249544018,0,0,0,0.000,0.005,0.039,-0.494,0.659,9.885,0.020,0.006,-0.009*55
1763931375674585,$VNYMR,249594016,0,0,0,0.000,0.005,0.039,-0.474,0.655,9.923,0.021,0.006,-0.010*55
1763931375724661,$VNYMR,249643901,0,0,0,0.000,0.005,0.039,-0.461,0.677,9.890,0.022,0.008,-0.011*55
1763931375774706,$VNYMR,249693901,0,0,0,0.000,0.005,0.039,-0.470,0.665,9.891,0.022,0.005,-0.010*55
1763931375825816,$VNYMR,249744020,0,0,0,0.000,0.005,0.039,-0.507,0.656,9.863,0.021,0.006,-0.011*55
1763931375874977,$VNYMR,249794020,0,0,0,0.000,0.005,0.039,-0.315,0.674,9.857,0.020,0.005,-0.010*55
1763931375925143,$VNYMR,249844020,0,0,0,0.000,0.005,0.039,-0.471,0.690,9.863,0.021,0.007,-0.009*55
1763931375974751,$VNYMR,249894103,0,0,0,0.000,0.005,0.039,-0.312,0.645,9.892,0.020,0.007,-0.009*55
1763931376025112,$VNYMR,249943908,0,0,0,0.000,0.005,0.039,-0.473,0.675,9.889,0.019,0.007,-0.009*55
1763931376074856,$VNYMR,249994024,0,0,0,0.000,0.005,0.039,-0.319,0.657,9.869,0.020,0.006,-0.012*55
1763931376125136,$VNYMR,250044020,0,0,0,0.000,0.005,0.039,-0.610,0.676,9.876,0.020,0.006,-0.011*55
1763931376174827,$VNYMR,250093906,0,0,0,0.000,0.005,0.039,-0.481,0.654,9.881,0.021,0.006,-0.011*55
1763931376224522,$VNYMR,250144020,0,0,0,0.000,0.005,0.039,-0.464,0.658,9.884,0.019,0.006,-0.010*55
1763931376275573,$VNYMR,250194030,0,0,0,0.000,0.005,0.039,-0.327,0.673,9.878,0.021,0.006,-0.012*55
1763931376325387,$VNYMR,250243907,0,0,0,0.000,0.005,0.039,-0.473,0.668,9.865,0.022,0.005,-0.010*55
1763931376374750,$VNYMR,250294028,0,0,0,0.000,0.005,0.039,-0.485,0.675,9.896,0.021,0.007,-0.011*55
1763931376424788,$VNYMR,250344027,0,0,0,0.000,0.005,0.039,-0.486,0.666,9.881,0.022,0.008,-0.009*55
1763931376474832,$VNYMR,250393997,0,0,0,0.000,0.005,0.039,-0.465,0.698,9.868,0.020,0.006,-0.009*55
1763931376524999,$VNYMR,250443913,0,0,0,0.000,0.005,0.039,-0.471,0.657,9.924,0.022,0.010,-0.009*55
1763931376575034,$VNYMR,250493913,0,0,0,0.000,0.005,0.039,-0.594,0.642,9.888,0.022,0.007,-0.009*55
1763931376624741,$VNYMR,250544031,0,0,0,0.000,0.005,0.039,-0.313,0.678,9.892,0.020,0.006,-0.011*55
1763931376672841,$VNYMR,250594030,0,0,0,0.000,0.005,0.039,-0.511,0.668,9.863,0.022,0.007,-0.009*55
1763931376724815,$VNYMR,250643913,0,0,0,0.000,0.005,0.039,-0.580,0.672,9.860,0.022,0.005,-0.010*55
